"","binomial","hwi","diet","mean_adult_body_mass_g","mean_max_longevity_y","mean_longevity_y"
"391","Cygnus_buccinator",42.68620422,"plants",10300,32.5,26.5
"392","Cygnus_columbianus",45.28694034,"plants",6350,24.1,22.29166667
"393","Cygnus_cygnus",45.45698377,"plants",9413,26.5,25.16666667
"394","Stictonetta_naevosa",47.27457609,"plants",855,NA,NA
"395","Hymenolaimus_malacorhynchos",43.84933417,"invertebrates",832.6666667,NA,NA
"396","Tachyeres_patachonicus",44.36873335,"invertebrates",2636.5,NA,NA
"397","Tachyeres_pteneres",43.02971631,"invertebrates",4688.5,10.2,10.2
"398","Tachyeres_brachypterus",43.91043729,"invertebrates",3565,NA,NA
"399","Tachyeres_leucocephalus",39.27272727,"invertebrates",3103.5,NA,NA
"400","Merganetta_armata",37.37718716,"invertebrates",391.75,NA,NA
"401","Plectropterus_gambensis",33.43537996,"plants",4480,11.3,11.3
"402","Sarkidiornis_sylvicola",42.74754628,NA,NA,NA,NA
"403","Sarkidiornis_melanotos",42.67341633,"seeds",2043,NA,NA
"404","Cyanochen_cyanoptera",36.16014471,"plants",1520,NA,NA
"405","Alopochen_aegyptiaca",38.00083205,"plants",1900,25.5,25.5
"406","Neochen_jubata",43.06234065,"plants",1250,NA,NA
"407","Chloephaga_melanoptera",35.43465793,"plants",3090,NA,NA
"408","Chloephaga_picta",44.06955873,"plants",2930,NA,NA
"409","Chloephaga_hybrida",37.20254863,"plants",2327,NA,NA
"410","Chloephaga_poliocephala",43.46893952,"plants",2227.75,NA,NA
"411","Chloephaga_rubidiceps",44.42447924,"plants",2000,NA,NA
"412","Tadorna_tadorna",51.99458563,"invertebrates",1094,24.8,24.75
"413","Tadorna_radjah",38.47725367,"invertebrates",865,NA,NA
"414","Tadorna_ferruginea",48.51875582,"plants",1240,NA,NA
"415","Tadorna_cana",47.37817465,"seeds",1378,10.08333333,10.08333333
"416","Tadorna_tadornoides",50.08168998,"omnivore",1364,8.25,8.25
"417","Tadorna_variegata",44.14899376,"plants",1415,11.16666667,11.16666667
"418","Malacorhynchus_membranaceus",45.13060901,"invertebrates",360.75,NA,NA
"419","Salvadorina_waigiuensis",43.65562905,"invertebrates",467.25,NA,NA
"420","Cairina_moschata",35.17375258,"omnivore",2228,NA,NA
"421","Asarcornis_scutulata",36.64615611,"omnivore",3000,NA,NA
"422","Pteronetta_hartlaubii",32.97508437,"invertebrates",882,NA,NA
"423","Aix_sponsa",49.40426036,"seeds",657.5,22.5,22.5
"424","Aix_galericulata",50.11968347,"seeds",560,10,9
"425","Chenonetta_jubata",46.99066901,"plants",812.5,NA,NA
"426","Nettapus_auritus",43.76782862,"omnivore",272.5,NA,NA
"427","Nettapus_coromandelianus",43.93222147,"plants",347,NA,NA
"428","Nettapus_pulchellus",44.49912871,"plants",305.5,NA,NA
"429","Amazonetta_brasiliensis",32.83747424,"omnivore",400,NA,NA
"430","Callonetta_leucophrys",42.73700338,"plants",321,NA,NA
"431","Lophonetta_specularioides",43.44012256,"invertebrates",949,NA,NA
"432","Speculanas_specularis",42.57822319,"plants",1496,NA,NA
"433","Anas_capensis",48.45158758,"invertebrates",403.3333333,NA,NA
"434","Anas_strepera",54.78745848,"plants",850,28,20.9
"435","Anas_falcata",54.42904049,"plants",649,NA,NA
"436","Anas_sibilatrix",49.4513443,"plants",830,NA,NA
"437","Anas_penelope",58.54141621,"plants",757,35.16666667,18.25
"438","Anas_americana",53.71051611,"plants",786,21.33333333,21.3
"439","Anas_sparsa",43.98663454,"plants",1000,NA,NA
"440","Anas_rubripes",51.36797724,"omnivore",1153.666667,29.1,26.41666667
"441","Anas_platyrhynchos",50.77664373,"omnivore",1122,29.1,27.245833335
"442","Anas_fulvigula",48.78337117,"omnivore",1082,29.1,23.25
"443","Anas_wyvilliana",46.0553515,"omnivore",1105,29.1,25.49166667
"444","Anas_laysanensis",41.97652681,"invertebrates",1082,29.1,23.4
"445","Anas_luzonica",44.30962629,"omnivore",866.75,NA,NA
"446","Anas_superciliosa",47.17658585,"plants",981,NA,NA
"447","Anas_poecilorhyncha",46.61587944,"seeds",1163,NA,NA
"448","Anas_zonorhyncha",49.25722562,NA,NA,NA,NA
"449","Anas_undulata",44.46302017,"plants",917,6.083333333,6.083333333
"450","Anas_melleri",47.17318562,"plants",973.25,NA,NA
"451","Anas_discors",53.84349026,"plants",398.5,23.25,22.3
"452","Anas_cyanoptera",51.06088909,"plants",383,12.917,12.9
"453","Anas_smithii",50.4708815,"invertebrates",606.75,NA,NA
"454","Anas_platalea",53.2820682,"omnivore",523,NA,NA
"455","Anas_rhynchotis",54.79739441,"invertebrates",665,NA,NA
"456","Anas_clypeata",57.97357509,"invertebrates",613,22.34,20.4
"457","Anas_bernieri",37.44704571,"plants",362.5,NA,NA
"458","Anas_gibberifrons",44.30056556,"omnivore",481.75,17.08333333,17.08333333
"459","Anas_albogularis",44.54929975,NA,472,17.08333333,17.08333333
"460","Anas_gracilis",47.32686467,"invertebrates",488.75,31.7,24.39166667
"461","Anas_castanea",45.49797091,"invertebrates",590,NA,NA
"462","Anas_aucklandica",36.68742439,"invertebrates",493.25,NA,NA
"463","Anas_nesiotis",34.91803279,"invertebrates",465.5,NA,NA
"464","Anas_chlorotis",48.49253538,"invertebrates",500,NA,NA
"465","Anas_bahamensis",44.91314518,"plants",532.5,6.25,6.225
"466","Anas_erythrorhyncha",45.90415525,"plants",577.25,NA,NA
"467","Anas_flavirostris",49.34437074,"omnivore",420.25,NA,NA
"468","Anas_andium",44.88511834,"omnivore",NA,NA,NA
"469","Anas_georgica",46.97050874,"plants",585.6666667,NA,NA
"470","Anas_acuta",59.44288563,"plants",872.25,27.417,26.95
"471","Anas_eatoni",55.12068217,"plants",841,27.417,26.95
"472","Anas_querquedula",56.10752399,"omnivore",334,19.75,14.58333333
"473","Anas_formosa",56.97153212,"omnivore",435.5,NA,NA
"474","Anas_crecca",54.77737555,"plants",343.8,27.1,21
"475","Anas_carolinensis",52.75311173,NA,342.4,27.1,20.5
"476","Anas_versicolor",49.89540404,"plants",483.75,NA,NA
"477","Anas_puna",44.06610372,"seeds",554,NA,NA
"478","Anas_hottentota",42.41819241,"omnivore",240,NA,NA
"479","Marmaronetta_angustirostris",47.68221513,"plants",477,NA,NA
"480","Netta_rufina",47.51914965,"plants",1118,8.75,7.4
"481","Netta_peposaca",44.45581362,"plants",1005,7.5,7.5
"482","Netta_erythrophthalma",44.82429994,"seeds",783,6.666666667,6.666666667
"483","Aythya_valisineria",41.92579059,"plants",1218.666667,29.5,22.4
"484","Aythya_americana",46.04050562,"plants",1056.25,22.6,21.4
"485","Aythya_ferina",51.4372138,"plants",853.5,23.2,22.70833333
"486","Aythya_australis",46.94059848,"plants",840,NA,NA
"487","Aythya_innotata",46.9530444,"invertebrates",685,NA,NA
"488","Aythya_baeri",48.82492399,"plants",696.25,NA,NA
"489","Aythya_nyroca",48.86831603,"plants",574,9,8.708333333
"490","Aythya_novaeseelandiae",48.24799381,"omnivore",684.5,NA,NA
"491","Aythya_collaris",48.20563347,"plants",730,20.41666667,20.4
"492","Aythya_fuligula",48.43050097,"invertebrates",701.5,45.25,22
"493","Aythya_marila",45.89309774,"invertebrates",959,22.1,19.375
"494","Aythya_affinis",50.98702706,"invertebrates",788.5,18.8,18.31666667
"495","Polysticta_stelleri",49.37780829,"invertebrates",842,23,14.3
"496","Somateria_fischeri",44.98815169,"invertebrates",1543.75,18,18
"497","Somateria_spectabilis",48.91532665,"invertebrates",1650,18.91666667,18.9
"498","Somateria_mollissima",45.48272147,"invertebrates",2092,37.8,23
"499","Histrionicus_histrionicus",50.04163378,"invertebrates",655.625,14.6,14.58333333
"500","Melanitta_perspicillata",51.23859957,"invertebrates",1047,9.5,9.5
"501","Melanitta_fusca",49.93801166,"invertebrates",1732,21.41666667,15.6
"502","Melanitta_deglandi",49.772257,NA,NA,NA,NA
"503","Melanitta_nigra",46.42062327,"invertebrates",1052.2,17.91666667,16.775
"504","Melanitta_americana",47.90508146,NA,NA,NA,NA
"505","Clangula_hyemalis",50.79857306,"invertebrates",814,22.7,15.6
"506","Bucephala_albeola",47.40970969,"invertebrates",400,18.7,14.9
"507","Bucephala_clangula",52.23046928,"invertebrates",895.93,18.41666667,16.91666667
"508","Bucephala_islandica",47.20667639,"invertebrates",978.575,18,15.33333333
"509","Mergellus_albellus",53.77790974,"invertebrates",630,10,10
"510","Lophodytes_cucullatus",50.92564761,"omnivore",615.25,12.875,11.275
"511","Mergus_octosetaceus",40.35202592,"vertebrates",983,NA,NA
"512","Mergus_merganser",44.13189757,"vertebrates",1462.5,14.83333333,13.8
"513","Mergus_serrator",48.84826923,"vertebrates",1042.583333,21.33333333,9.331666667
"514","Mergus_squamatus",48.53624043,"vertebrates",1164,NA,NA
"515","Heteronetta_atricapilla",42.84503751,"seeds",550,NA,NA
"516","Nomonyx_dominicus",40.96164623,"plants",359.25,NA,NA
"517","Oxyura_jamaicensis",41.85244697,"invertebrates",550,13.6,13.6
"518","Oxyura_ferruginea",37.73485636,NA,560,13.6,13.6
"519","Oxyura_vittata",38.34187685,"omnivore",640,NA,NA
"520","Oxyura_australis",42.84038718,"omnivore",850,16,16
"521","Oxyura_maccoa",42.48650708,"omnivore",680.6666667,NA,NA
"522","Oxyura_leucocephala",46.9432047,"plants",687,NA,NA
"523","Biziura_lobata",39.96230027,"invertebrates",1697.5,NA,NA
"524","Aptenodytes_patagonicus",3.70495899,"vertebrates",12775,26,26
"525","Aptenodytes_forsteri",3.690868066,"vertebrates",29750,40,20
"526","Pygoscelis_papua",4.96962212,"omnivore",5950,35,13
"527","Pygoscelis_adeliae",7.451041112,"invertebrates",4850,18,18
"528","Pygoscelis_antarcticus",4.784884107,"invertebrates",4104.5,NA,NA
"529","Eudyptes_pachyrhynchus",3.285870756,"omnivore",3910,5.416666667,5.416666667
"530","Eudyptes_sclateri",5.889151742,"invertebrates",5434,NA,NA
"531","Eudyptes_chrysocome",5.462289146,"invertebrates",2470,NA,NA
"532","Eudyptes_filholi",7.526695836,NA,NA,NA,NA
"533","Eudyptes_moseleyi",5.526831502,"invertebrates",2470,NA,NA
"534","Eudyptes_robustus",6.164068763,"invertebrates",3320,5.416666667,5.416666667
"535","Eudyptes_schlegeli",5.194230419,"invertebrates",4500,NA,NA
"536","Eudyptes_chrysolophus",5.745006595,"invertebrates",4825,NA,NA
"537","Megadyptes_antipodes",7.083425951,"vertebrates",5365,19,19
"538","Eudyptula_minor",5.64240961,"vertebrates",1157.295833,16.91666667,14
"539","Spheniscus_demersus",3.652412768,"vertebrates",3271.666667,11,11
"540","Spheniscus_magellanicus",3.780170285,"vertebrates",4000,30,21.5
"541","Spheniscus_humboldti",4.36292216,"vertebrates",4379,30,20
"542","Spheniscus_mendiculus",4.78046276,"vertebrates",2142.5,20,20
"543","Gavia_stellata",47.54076882,"vertebrates",1603,23.7,23.58333333
"544","Gavia_arctica",50.81147014,"vertebrates",2665,28,28
"545","Gavia_pacifica",47.8343724,"vertebrates",2665,28,28
"546","Gavia_immer",49.26602473,"vertebrates",4400,24.08333333,20
"547","Gavia_adamsii",50.99471121,"vertebrates",5212.5,30,18
"548","Phoebastria_immutabilis",66.22860061,"invertebrates",3050,60,53
"549","Phoebastria_nigripes",64.68104466,"vertebrates",3195,40.7,32.68333333
"550","Phoebastria_irrorata",63.39622642,"scav",3447.5,40,40
"551","Phoebastria_albatrus",66.28526986,"invertebrates",4102.75,21.3,17.45
"552","Diomedea_dabbenena",38.27104561,"invertebrates",7704.25,60,40
"553","Diomedea_epomophora",56.35981206,"invertebrates",8200,58,58
"554","Diomedea_sanfordi",64.0637888,"invertebrates",7870,61,58
"555","Diomedea_antipodensis",66.71763398,"invertebrates",7790,60,40
"556","Diomedea_exulans",66.68739025,"invertebrates",7990,60,40
"557","Phoebetria_fusca",68.29319321,"invertebrates",2600,NA,NA
"558","Phoebetria_palpebrata",68.97481701,"invertebrates",2825,20.08333333,20.08333333
"559","Thalassarche_steadi",17.15517241,"invertebrates",NA,NA,NA
"560","Thalassarche_carteri",34.45974727,"invertebrates",2115,37,37
"561","Thalassarche_eremita",47.91856097,"invertebrates",4012.5,40,28.5
"562","Thalassarche_salvini",62.11484666,"invertebrates",4012.5,40,28.5
"563","Thalassarche_chlororhynchos",67.53044602,"omnivore",2115,37,37
"564","Thalassarche_chrysostoma",64.90916223,"invertebrates",3700,47.16666667,30
"565","Thalassarche_melanophrys",64.14649753,"omnivore",NA,NA,NA
"566","Thalassarche_bulleri",66.43343653,"invertebrates",2871.25,30,30
"567","Thalassarche_impavida",64.47790828,"omnivore",3440,43.7,34
"568","Thalassarche_cauta",64.65915606,"invertebrates",4012.5,40,28.5
"569","Macronectes_giganteus",44.73087692,"scav",4447.5,15.75,14.625
"570","Macronectes_halli",43.68459602,"scav",4313,9.75,9.75
"571","Fulmarus_glacialis",51.14210464,"vertebrates",785,51,38.95833333
"572","Fulmarus_glacialoides",49.53501085,"omnivore",795,45,45
"573","Thalassoica_antarctica",56.68333426,"invertebrates",687.5,NA,NA
"574","Daption_capense",59.3458585,"invertebrates",424.75,25,20
"575","Pagodroma_nivea",62.82836712,"vertebrates",317,20,20
"576","Halobaena_caerulea",62.03533464,"invertebrates",190,NA,NA
"577","Pachyptila_vittata",55.04806972,"invertebrates",196,NA,NA
"578","Pachyptila_salvini",59.32286473,"invertebrates",175,NA,NA
"579","Pachyptila_desolata",57.10057966,"invertebrates",153.25,NA,NA
"580","Pachyptila_belcheri",57.71954658,"invertebrates",145,NA,NA
"581","Pachyptila_turtur",55.11301462,"invertebrates",138.05,10,10
"582","Pachyptila_crassirostris",53.01501502,"invertebrates",137.25,NA,NA
"583","Aphrodroma_brevirostris",61.49049822,"invertebrates",296.575,NA,NA
"584","Pterodroma_macroptera",66.32390685,"invertebrates",578.5,18,18
"585","Pterodroma_lessonii",65.59660673,"invertebrates",708,NA,NA
"586","Pterodroma_incerta",65.64443015,"invertebrates",532.2,NA,NA
"587","Pterodroma_solandri",65.06198272,"invertebrates",471,NA,NA
"588","Pterodroma_magentae",35.29411765,"invertebrates",465,NA,NA
"589","Pterodroma_ultima",67.30769231,"invertebrates",355.5,NA,NA
"590","Pterodroma_mollis",65.08588612,"invertebrates",312,NA,NA
"591","Pterodroma_caribbaea",40.50274658,"omnivore",278,NA,NA
"592","Pterodroma_madeira",53.86550199,"invertebrates",283.5,NA,NA
"593","Pterodroma_feae",65.71438626,"omnivore",311.5,NA,NA
"594","Pterodroma_cahow",64.08163265,"invertebrates",246,NA,NA
"595","Pterodroma_hasitata",53.36842105,"omnivore",278,NA,NA
"596","Pterodroma_externa",70.24221453,"omnivore",429,NA,NA
"597","Pterodroma_occulta",60.7631761,NA,430,NA,NA
"598","Pterodroma_neglecta",64.05807814,"invertebrates",490.5,6.166666667,6.166666667
"599","Pterodroma_heraldica",64.76868327,"invertebrates",373.5,NA,NA
"600","Pterodroma_arminjoniana",67.36571032,"invertebrates",383.75,NA,NA
"601","Pterodroma_atrata",43.38983051,"invertebrates",NA,NA,NA
"602","Pterodroma_alba",66.07141685,"invertebrates",259,11.33333333,11.3
"603","Pterodroma_baraui",57.99256506,"invertebrates",387.5,NA,NA
"604","Pterodroma_sandwichensis",52.10886796,"omnivore",425,35,10.04166667
"605","Pterodroma_phaeopygia",68.33784433,"omnivore",425,35,7
"606","Pterodroma_inexpectata",66.55198746,"invertebrates",317.275,NA,NA
"607","Pterodroma_cervicalis",66.17255432,"invertebrates",437.5,NA,NA
"608","Pterodroma_nigripennis",63.65708431,"invertebrates",170.875,NA,NA
"609","Pterodroma_axillaris",64.01064956,"omnivore",165,NA,NA
"610","Pterodroma_hypoleuca",62.96674873,"vertebrates",178,30.8,17
"611","Pterodroma_leucoptera",66.50943396,"invertebrates",147.5,32.7,20
"612","Pterodroma_brevipes",64.6411565,"invertebrates",147.5,32.7,20
"613","Pterodroma_cookii",64.0602751,"invertebrates",191,NA,NA
"614","Pterodroma_defilippiana",62.81637807,"invertebrates",175.25,NA,NA
"615","Pterodroma_longirostris",61.11129741,"invertebrates",143,NA,NA
"616","Pterodroma_pycrofti",63.31993917,"invertebrates",159,NA,NA
"617","Pseudobulweria_aterrima",52.76679842,"invertebrates",320.5,NA,NA
"618","Pseudobulweria_rostrata",66.904744,"invertebrates",409,NA,NA
"619","Pseudobulweria_becki",48.95388418,"invertebrates",409,NA,NA
"620","Pseudobulweria_macgillivrayi",60.78431373,"invertebrates",143,NA,NA
"621","Procellaria_cinerea",60.5103679,"invertebrates",1131,NA,NA
"622","Procellaria_aequinoctialis",60.33117135,"invertebrates",1300,30,30
"623","Procellaria_conspicillata",62.93298815,"invertebrates",1300,30,30
"624","Procellaria_parkinsoni",58.55072464,"invertebrates",702.5,17,17
"625","Procellaria_westlandica",61.96004637,"invertebrates",1204.25,NA,NA
"626","Calonectris_leucomelas",61.05298978,"vertebrates",577,NA,NA
"627","Calonectris_diomedea",64.12562909,"omnivore",775.225,24.83333333,24.83333333
"628","Calonectris_edwardsii",62.36862965,"omnivore",775.225,24.83333333,24.83333333
"629","Puffinus_nativitatis",62.65034207,"invertebrates",354,22.8,17
"630","Puffinus_pacificus",61.38251095,"vertebrates",393,29,21.525
"631","Puffinus_bulleri",59.09703954,"vertebrates",380,8.083333333,8.083333333
"632","Puffinus_puffinus",61.6085388,"vertebrates",439,50.91666667,30
"633","Puffinus_yelkouan",60.58087322,"vertebrates",439,50.91666667,30
"634","Puffinus_mauretanicus",58.11724629,"vertebrates",450,50.91666667,29.95833333
"635","Puffinus_opisthomelas",63.50263643,"vertebrates",438.5,50.91666667,30
"636","Puffinus_auricularis",53.56260216,"omnivore",419.8333333,50.91666667,29.91666667
"637","Puffinus_newelli",44.41493776,"omnivore",391,50.91666667,7
"638","Puffinus_gavia",63.30417698,"omnivore",229.25,NA,NA
"639","Puffinus_huttoni",59.34015615,"omnivore",364,NA,NA
"640","Puffinus_lherminieri",56.49828677,"invertebrates",169,19,19
"641","Puffinus_persicus",57.12155272,NA,194.5,19,19
"642","Puffinus_bailloni",54.26627609,NA,194,19,19
"643","Puffinus_subalaris",56.91636881,NA,169,19,19
"644","Puffinus_bannermani",57.21153846,NA,194,19,19
"645","Puffinus_heinrothi",24.46210106,"vertebrates",169,19,19
"646","Puffinus_assimilis",55.2906738,"invertebrates",226,5.833333333,5.833333333
"647","Puffinus_baroli",54.69307017,NA,194,19,19
"648","Puffinus_griseus",61.80335915,"vertebrates",787,10.08333333,10.08333333
"649","Puffinus_tenuirostris",63.82832546,"vertebrates",543,39.9,30
"650","Puffinus_creatopus",62.64183095,"omnivore",728.25,NA,NA
"651","Puffinus_carneipes",60.976827,"omnivore",612.5,30.2,30.2
"652","Puffinus_gravis",61.8481295,"vertebrates",849,7.1,7.083333333
"653","Bulweria_bulwerii",62.13777551,"omnivore",99.5,22.91666667,22
"654","Bulweria_fallax",62.16751846,"omnivore",170.25,NA,NA
"655","Oceanites_oceanicus",58.57520983,"invertebrates",34,NA,NA
"656","Oceanites_maorianus",57.65957447,"invertebrates",NA,NA,NA
"657","Oceanites_gracilis",59.30468587,"omnivore",16.6,NA,NA
"658","Garrodia_nereis",55.69497446,"invertebrates",34,NA,NA
"659","Pelagodroma_marina",54.06799961,"invertebrates",47.2,11,11
"660","Fregetta_grallaria",58.26050466,"invertebrates",49.5,NA,NA
"661","Fregetta_tropica",56.46870573,"omnivore",52.95,NA,NA
"662","Nesofregetta_fuliginosa",55.91099153,"invertebrates",66.5,NA,NA
"663","Hydrobates_pelagicus",59.04001015,"invertebrates",25.45,33.8,20
"664","Oceanodroma_microsoma",59.98981265,"invertebrates",20.5,NA,NA
"665","Oceanodroma_tethys",59.37724734,"invertebrates",23.5,NA,NA
"666","Oceanodroma_castro",60.03525046,"invertebrates",43.65,36,30
"667","Oceanodroma_monteiroi",43.79084967,"invertebrates",NA,NA,NA
"668","Oceanodroma_monorhis",58.35901312,"invertebrates",39.8,NA,NA
"669","Oceanodroma_leucorhoa",58.74343517,"invertebrates",40.29,36,29.95833333
"670","Oceanodroma_markhami",61.32931561,"invertebrates",53.1,NA,NA
"671","Oceanodroma_tristrami",57.19285492,"omnivore",84,30,13.83333333
"672","Oceanodroma_melania",61.66522486,"invertebrates",61.5,NA,NA
"673","Oceanodroma_matsudairae",58.64864865,"invertebrates",62,NA,NA
"674","Oceanodroma_homochroa",58.42884699,"invertebrates",37.85,31,8
"675","Oceanodroma_hornbyi",58.32716469,"invertebrates",39.925,NA,NA
"676","Oceanodroma_furcata",60.7805424,"invertebrates",57.1,30,11.5
"677","Pelecanoides_garnotii",50.25300102,"invertebrates",220.5,NA,NA
"678","Pelecanoides_magellani",48.63995792,"invertebrates",132,NA,NA
"679","Pelecanoides_georgicus",51.13861682,"invertebrates",120.5,NA,NA
"680","Pelecanoides_urinatrix",47.71218494,"invertebrates",134,9,9
"681","Tachybaptus_rufolavatus",34.90774329,NA,NA,NA,NA
"682","Tachybaptus_ruficollis",32.50096529,"invertebrates",174,17.5,13.08333333
"683","Tachybaptus_novaehollandiae",31.51354314,"vertebrates",219,NA,NA
"684","Tachybaptus_pelzelnii",30.76971192,"vertebrates",184.25,NA,NA
"685","Tachybaptus_dominicus",23.43986905,"invertebrates",127.2583334,NA,NA
"686","Podilymbus_podiceps",34.00514456,"invertebrates",440,NA,NA
"687","Rollandia_rolland",33.94015989,"vertebrates",248.5,NA,NA
"688","Rollandia_microptera",36.91832209,"vertebrates",706,NA,NA
"689","Poliocephalus_poliocephalus",31.55071653,"invertebrates",240.5,NA,NA
"690","Poliocephalus_rufopectus",41.11286977,"invertebrates",248.75,NA,NA
"691","Podiceps_major",41.67343222,"vertebrates",1646,NA,NA
"692","Podiceps_grisegena",41.20274645,"omnivore",946.5,11,4.8
"693","Podiceps_cristatus",43.84020697,"vertebrates",739,19.25,16.85
"694","Podiceps_auritus",42.1535838,"vertebrates",420.5833333,13,6.458333333
"695","Podiceps_nigricollis",44.02058499,"invertebrates",380,13.08333333,10.29166667
"696","Podiceps_occipitalis",39.38990414,"invertebrates",321,NA,NA
"697","Podiceps_taczanowskii",35.50594533,"vertebrates",391.5,NA,NA
"698","Podiceps_gallardoi",36.70442989,"invertebrates",577.5,NA,NA
"699","Aechmophorus_occidentalis",40.86705534,"vertebrates",1314,14,14
"700","Aechmophorus_clarkii",41.77677911,"vertebrates",1259.625,14,14
"701","Phoenicopterus_roseus",41.56518527,"invertebrates",3043.5,83,38.5
"702","Phoenicopterus_ruber",47.56492862,"invertebrates",3043.5,44,33
"703","Phoenicopterus_chilensis",43.55981076,"invertebrates",2615,50,40
"704","Phoeniconaias_minor",47.6628261,"plants",1760,50,47.5
"705","Phoenicopterus_andinus",45.88814912,"plants",NA,NA,NA
"706","Phoenicopterus_jamesi",37.40685593,"plants",NA,NA,NA
