"Binomial","Genus","Species","FBname","SpecCode","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","Weight","WeightFemale","MaxWeightRef","Median_T","lcl_T","ucl_T","n_T","Herbivory2","DietTroph","DietSeTroph","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","Troph","seTroph","TrophObserved"
"Rhinichthys_cataractae","Rhinichthys","cataractae","Longnose dace","2944",86798,5,NA,22.5,"TL",NA,NA,"9.449999809265137","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.2,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.20000004768372,0.400000005960464,TRUE
"Rhinichthys_falcatus","Rhinichthys","falcatus","Leopard dace","2946",86798,NA,NA,12,"TL",NA,NA,"6","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",2.67,0.26,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,2.67000007629395,0.259999990463257,TRUE
"Rhinichthys_osculus","Rhinichthys","osculus","Speckled dace","2947",86798,NA,NA,11,"TL",NA,NA,"6.25","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"plants/detritus+animals (troph. 2.2-2.79)",NA,NA,"NA","NA",2.93,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,2.9300000667572,0.360000014305115,TRUE
"Rhinichthys_umatilla","Rhinichthys","umatilla","Umatilla dace","10171",86798,NA,NA,12,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plants/detritus+animals (troph. 2.2-2.79)",NA,NA,"NA","NA",2.89,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,2.89000010490417,0.360000014305115,TRUE
"Rhinochimaera_atlantica","Rhinochimaera","atlantica","Straightnose rabbitfish","9005",4444,NA,NA,140,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.55,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.54999995231628,0.589999973773956,TRUE
"Rhinogobiops_nicholsii","Rhinogobiops","nicholsii","Blackeye goby","3847",2850,5,NA,15,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.36999988555908,0.58,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.36999988555908,0.579999983310699,TRUE
"Rhinoliparis_attenuatus","Rhinoliparis","attenuatus","Slim snailfish","25257",26773,NA,NA,11,"SL","9.300000190734863","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41000008583069,0.529999971389771,FALSE
"Rhodichthys_regina","Rhodichthys","regina","Threadfin seasnail","27747",4702,NA,NA,31,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.55,0.48,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.54999995231628,0.479999989271164,TRUE
"Richardsonius_balteatus","Richardsonius","balteatus","Redside shiner","2949",86798,NA,NA,18,"TL",NA,NA,"6.75","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.41000008583069,0.4858,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.41000008583069,0.485799998044968,TRUE
"Rimicola_muscarum","Rimicola","muscarum","Kelp clingfish","3081",2850,NA,NA,7,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,0.349999994039536,FALSE
"Rondeletia_loricata","Rondeletia","loricata","Redmouth whalefish","4317",4501,NA,NA,11,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70000004768372,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.38000011444092,0.5167,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.38000011444092,0.516700029373169,TRUE
"Ronquilus_jordani","Ronquilus","jordani","Northern ronquil","3695",2850,NA,NA,20,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.13,0.29,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.13000011444092,0.28999999165535,TRUE
"Rouleina_attrita","Rouleina","attrita","Softskin smooth-head","6964",5003,NA,NA,48,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,"NA",NA,3.5699999332428,0.540000021457672,FALSE
"Rouleina_maderensis","Rouleina","maderensis","Madeiran smooth-head","11229",4736,NA,NA,32,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.519999980926514,FALSE
"Ruscarius_meanyi","Ruscarius","meanyi","Puget Sound sculpin","4049",265,NA,NA,5.90000009536743,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20000004768372,0.479999989271164,FALSE
"Ruvettus_pretiosus","Ruvettus","pretiosus","Oilfish","1044",6181,NA,NA,300,"TL",NA,NA,"150","SL",NA,NA,63500,NA,4699,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.18,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.17999982833862,0.569999992847443,TRUE
"Saccopharynx_ampullaceus","Saccopharynx","ampullaceus","Gulper eel","9109",6539,NA,NA,161,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.5,0.8,"Tentative trophic level derived from 1 + troph of a single food item",NA,4.5,0.800000011920929,TRUE
"Sagamichthys_abei","Sagamichthys","abei","Shining tubeshoulder","5198",2850,NA,NA,33,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29999995231628,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.09999990463257,0.300000011920929,TRUE
"Salmo_salar","Salmo","salar","Atlantic salmon","236",86798,13,3.29999995231628,150,"TL","120","TL","38","TL",NA,NA,46764,NA,41037,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4.5,0.26,"Troph of juv./adults from 7 studies.","37512",3.76,0.75,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.5,0.259999990463257,TRUE
"Salmo_trutta","Salmo","trutta","Sea trout","238",4779,38,10.3000001907349,140,"SL",NA,NA,"72","TL",NA,NA,50000,NA,682,4.19999980926514,2.79999995231628,7.59999990463257,16,"mainly animals (troph. 2.8 and up)",3.36,0.099,"Troph of adults from 11 studies., Troph of adults from 11 studies., Troph of adults from 11 studies., Troph of adults from 11 studies.","42647, NA, NA, NA",3.5325000166893,0.566875,"Trophic level estimated from a number of food items using a randomized resampling routine., Trophic level estimated from a number of food items using a randomized resampling routine., Tentative trophic level derived from 1 + troph of a single food item, Tentative trophic level derived from 1 + troph of a single food item",NA,3.35999989509583,0.0989999994635582,TRUE
"Salvelinus_alpinus","Salvelinus","alpinus","Arctic char","247",86798,40,NA,107,"TL",NA,NA,"40","TL",NA,NA,15000,NA,4779,20,NA,NA,1,"mainly animals (troph. 2.8 and up)",4.39,0.51,"Troph of juv./adults from 2 studies.","28074",3.46000003814697,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.3899998664856,0.509999990463257,TRUE
"Salvelinus_confluentus","Salvelinus","confluentus","Bull trout","2690",5723,NA,NA,103,"TL",NA,NA,"62.5","TL",NA,NA,14510,NA,4699,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","42336",3.72,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.72000002861023,0.569999992847443,TRUE
"Salvelinus_fontinalis","Salvelinus","fontinalis","Brook trout","246",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,8000,NA,100229,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.31,0,"Troph of juv./adults from 1 study.","6258",3.74,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.30999994277954,0,TRUE
"Salvelinus_malma","Salvelinus","malma","Dolly varden","2691",86798,NA,20,127,"TL",NA,NA,"37.5","TL",NA,NA,18300,NA,27436,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4.4,0.558,"Troph of adults from 2 studies., Troph of adults from 2 studies.","13798, NA",3.46999998092651,0.53,"Trophic level estimated from a number of food items using a randomized resampling routine., Tentative trophic level derived from 1 + troph of a single food item",NA,4.40000009536743,0.558000028133392,TRUE
"Salvelinus_namaycush","Salvelinus","namaycush","Lake trout","248",86798,50,12,150,"TL",NA,NA,"50","TL",NA,NA,32650,NA,40637,9,4.5,12.1999998092651,12,"mainly animals (troph. 2.8 and up)",4.29,0.51,"Troph of juv./adults from 1 study.","30612",3.77,0.61,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.28999996185303,0.509999990463257,TRUE
"Sander_canadensis","Sander","canadensis","Sauger","3515",86798,18,NA,76,"TL",NA,NA,"35.75","TL",NA,NA,3960,NA,4699,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.06,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.05999994277954,0.680000007152557,TRUE
"Sander_vitreus","Sander","vitreus","Walleye","3516",86798,29,NA,107,"FL",NA,NA,"54","TL",NA,NA,11340,NA,4699,3.70000004768372,3,4.40000009536743,53,"mainly animals (troph. 2.8 and up)",4.47,NA,"Troph of adults from 1 study.","5732",4.16,0.81,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.19000005722046,0.709999978542328,FALSE
"Sardinops_sagax","Sardinops","sagax","South American pilchard","1477",188,25,NA,39.5,"SL",NA,NA,"20","SL",NA,NA,486,NA,6885,NA,NA,NA,NA,"plants/detritus+animals (troph. 2.2-2.79)",2.84,0.125,"Troph of juv./adults from 3 studies.","9103",2.61,0.29,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,2.83999991416931,0.125,TRUE
"Sarritor_frenatus","Sarritor","frenatus","Sawback poacher","4170",41299,NA,NA,27,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.29,0.51,"Troph of juv./adults from 1 study.","41410",3.67,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.28999996185303,0.509999990463257,TRUE
"Scomber_japonicus","Scomber","japonicus","Chub mackerel","117",168,18,NA,64,"TL",NA,NA,"30","FL",NA,NA,2900,NA,26550,3.59999990463257,3.09999990463257,4.80000019073486,25,"mainly animals (troph. 2.8 and up)",3.38,0.104,"Troph of juv./adults from 5 studies.","5960",3.42,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.38000011444092,0.104000002145767,TRUE
"Scomber_scombrus","Scomber","scombrus","Atlantic mackerel","118",168,17,4,60,"FL",NA,NA,"30","FL",NA,NA,3400,NA,9988,3.09999990463257,2.59999990463257,4.19999980926514,18,"mainly animals (troph. 2.8 and up)",3.63,0.178,"Troph of adults from 4 studies.","26802",3.73,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.63000011444092,0.178000003099442,TRUE
"Scomberesox_saurus","Scomberesox","saurus","Atlantic saury","1084",6531,NA,NA,50,"TL",NA,NA,"32","TL",NA,NA,NA,NA,NA,1.5,NA,NA,1,"mainly animals (troph. 2.8 and up)",3.91,NA,"Troph of adults from 1 study.","37512",3.69,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.83999991416931,0.400000005960464,FALSE
"Scopelarchus_analis","Scopelarchus","analis","Short fin pearleye","16630",10755,NA,NA,12.6000003814697,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.2,0.73,"Tentative trophic level derived from 1 + troph of a single food item",NA,4.19999980926514,0.730000019073486,TRUE
"Scopelarchus_michaelsarsi","Scopelarchus","michaelsarsi","Bigfin pearleye","16636",10755,NA,NA,10.1499996185303,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.2,0.73,"Tentative trophic level derived from 1 + troph of a single food item",NA,4.19999980926514,0.730000019073486,TRUE
"Scopelengys_tristis","Scopelengys","tristis","Pacific blackchin","5119",2850,NA,NA,20,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40000009536743,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.09999990463257,0.300000011920929,TRUE
"Scopeloberyx_opisthopterus","Scopeloberyx","opisthopterus",NA,"16859",4241,NA,NA,3.70000004768372,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",3,0,"Tentative trophic level derived from 1 + troph of a single food item",NA,3,0,TRUE
"Scopeloberyx_robustus","Scopeloberyx","robustus","Longjaw bigscale","16860",4241,NA,NA,7.30000019073486,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.09999990463257,0.300000011920929,TRUE
"Scopelogadus_beanii","Scopelogadus","beanii","Bean's bigscale","9058",4502,NA,NA,NA,NA,"12.199999809265137","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.88,0.3,"Troph of juv./adults from 1 study.","26478",3.31,0.32,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.88000011444092,0.300000011920929,TRUE
"Scopelogadus_mizolepis","Scopelogadus","mizolepis","Ragged bigscale","10284",4241,NA,NA,9.39999961853027,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.45,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.45000004768372,0.349999994039536,TRUE
"Scopelosaurus_argenteus","Scopelosaurus","argenteus","Waryfish","9158",6552,NA,NA,21.3999996185303,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.4,0.45,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.40000009536743,0.449999988079071,TRUE
"Scopelosaurus_harryi","Scopelosaurus","harryi","Scaly paperbone","11600",2850,NA,NA,32,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.13,NA,"Troph of adults from 1 study.","41668",3.08,0.24,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.39000010490417,0.419999986886978,FALSE
"Scopelosaurus_lepidus","Scopelosaurus","lepidus","Blackfin waryfish","9159",6552,NA,NA,36.4000015258789,"SL",NA,NA,"35","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.32,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.3199999332428,0.379999995231628,TRUE
"Scopelosaurus_mauli","Scopelosaurus","mauli","Maul's waryfish","22977",559,NA,NA,11,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,0.409999996423721,FALSE
"Scopelosaurus_smithii","Scopelosaurus","smithii",NA,"9162",6552,NA,NA,25,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.4,0.45,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.40000009536743,0.449999988079071,TRUE
"Scophthalmus_aquosus","Scophthalmus","aquosus","Windowpane flounder","530",7251,7,NA,45.7000007629395,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,2,"mainly animals (troph. 2.8 and up)",3.72,0.17,"Troph of juv./adults from 6 studies.","9000",NA,NA,"NA",NA,3.72000002861023,0.170000001788139,TRUE
"Scorpaenichthys_marmoratus","Scorpaenichthys","marmoratus","Cabezon","4140",2850,13,NA,99,"TL",NA,NA,NA,NA,NA,NA,14000,NA,27436,3.20000004768372,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.61999988555908,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.61999988555908,0.469999998807907,TRUE
"Scyliorhinus_retifer","Scyliorhinus","retifer","Chain catshark","853",244,NA,NA,48,"TL","47","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4.37,0.329,"Troph of adults from 4 studies.","37512",NA,NA,"NA",NA,4.36999988555908,0.328999996185303,TRUE
"Scytalina_cerdale","Scytalina","cerdale","Graveldiver","3818",2850,NA,NA,15,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.28,0.53,"Troph of juv./adults from 1 study.","58686",NA,NA,"NA",NA,3.27999997138977,0.529999971389771,TRUE
"Sebastes_aleutianus","Sebastes","aleutianus","Rougheye rockfish","3949",2850,205,NA,97,"TL",NA,NA,NA,NA,NA,NA,900,NA,40637,18.2999992370605,NA,NA,2,"mainly animals (troph. 2.8 and up)",3.52,0.21,"Troph of juv./adults from 3 studies.","37513",3.66,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.51999998092651,0.209999993443489,TRUE
"Sebastes_alutus","Sebastes","alutus","Pacific ocean perch","504",2850,103,NA,53,"TL",NA,NA,NA,NA,NA,NA,2100,NA,56527,8.19999980926514,7.69999980926514,10.3000001907349,29,"mainly animals (troph. 2.8 and up)",3.48,0.32,"Troph of juv./adults from 1 study.","37756",3.62,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.48000001907349,0.319999992847443,TRUE
"Sebastes_auriculatus","Sebastes","auriculatus","Brown rockfish","3951",2850,34,NA,56,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.03,0.62,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.03000020980835,0.620000004768372,TRUE
"Sebastes_aurora","Sebastes","aurora","Aurora rockfish","3952",2850,75,NA,41,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71000003814697,0.629999995231628,FALSE
"Sebastes_babcocki","Sebastes","babcocki","Redbanded rockfish","3953",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,4440,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8199999332428,0.649999976158142,FALSE
"Sebastes_borealis","Sebastes","borealis","Shortraker rockfish","3954",2850,157,NA,108,"TL",NA,NA,NA,NA,NA,NA,16240,NA,40637,36.5999984741211,NA,NA,2,"mainly animals (troph. 2.8 and up)",4.31,0.337,"Troph of juv./adults from 3 studies.","37513",4.09,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.30999994277954,0.337000012397766,TRUE
"Sebastes_brevispinis","Sebastes","brevispinis","Silvergray rockfish","3955",2850,82,NA,71,"TL",NA,NA,NA,NA,NA,NA,4710,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83999991416931,0.649999976158142,FALSE
"Sebastes_caurinus","Sebastes","caurinus","Copper rockfish","3957",2850,57,NA,58,"TL",NA,NA,NA,NA,NA,NA,2740,NA,40637,9.19999980926514,NA,NA,1,"mainly animals (troph. 2.8 and up)",4.06,0.49,"Troph of juv./adults from 1 study.","27302",3.68,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.05999994277954,0.490000009536743,TRUE
"Sebastes_ciliatus","Sebastes","ciliatus","Dusky rockfish","3960",2850,67,NA,53,"TL",NA,NA,NA,NA,NA,NA,1810,NA,40637,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","27302",3.36,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.35999989509583,0.430000007152557,TRUE
"Sebastes_crameri","Sebastes","crameri","Darkblotched rockfish","3962",6793,105,NA,58,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6000003814697,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79999995231628,0.649999976158142,FALSE
"Sebastes_diploproa","Sebastes","diploproa","Splitnose rockfish","3964",2850,86,NA,46,"TL",NA,NA,NA,NA,NA,NA,810,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74000000953674,0.639999985694885,FALSE
"Sebastes_elongatus","Sebastes","elongatus","Greenstriped rockfish","3965",27436,54,NA,39,"TL",NA,NA,NA,NA,NA,NA,630,NA,40637,11.1999998092651,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70000004768372,0.629999995231628,FALSE
"Sebastes_emphaeus","Sebastes","emphaeus","Puget Sound rockfish","3966",2850,NA,NA,18,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09999990463257,NA,NA,2,"mainly animals (troph. 2.8 and up)",3.29,0.2,"Troph of juv./adults from 1 study.","27302",NA,NA,"NA",NA,3.28999996185303,0.200000002980232,TRUE
"Sebastes_entomelas","Sebastes","entomelas","Widow rockfish","502",2850,60,NA,60,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.7,0.26,"Troph of juv./adults from 1 study.","42671",3.29,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.70000004768372,0.259999990463257,TRUE
"Sebastes_fasciatus","Sebastes","fasciatus","Acadian redfish","3969",7251,NA,NA,30,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.24,0.159,"Troph of adults from 5 studies.","37512",NA,NA,"NA",NA,3.24000000953674,0.158999994397163,TRUE
"Sebastes_flavidus","Sebastes","flavidus","Yellowtail rockfish","503",4925,64,NA,66,"TL",NA,NA,NA,NA,NA,NA,2510,NA,40637,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4.15,0.55,"Troph of juv./adults from 1 study.","27302",3.51,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.15000009536743,0.550000011920929,TRUE
"Sebastes_goodei","Sebastes","goodei","Chilipepper rockfish","3971",2850,35,NA,56,"TL",NA,NA,NA,NA,NA,NA,1540,NA,40637,6.09999990463257,NA,NA,2,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.46,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.46000003814697,0.439999997615814,TRUE
"Sebastes_helvomaculatus","Sebastes","helvomaculatus","Rosethorn rockfish","3972",2850,87,NA,41,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71000003814697,0.629999995231628,FALSE
"Sebastes_jordani","Sebastes","jordani","Shortbelly rockfish","3974",2850,31,NA,32,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.2,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.20000004768372,0.349999994039536,TRUE
"Sebastes_maliger","Sebastes","maliger","Quillback rockfish","3978",2850,90,NA,61,"TL",NA,NA,NA,NA,NA,NA,3280,NA,40637,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.84,0.37,"Troph of juv./adults from 1 study.","27302",3.51,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.83999991416931,0.370000004768372,TRUE
"Sebastes_melanops","Sebastes","melanops","Black rockfish","3979",2850,50,NA,63,"TL",NA,NA,NA,NA,NA,NA,4800,NA,2850,7.69999980926514,NA,NA,1,"mainly animals (troph. 2.8 and up)",4.38,0,"Troph of juv./adults from 1 study.","27302",3.9,0.67,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.38000011444092,0,TRUE
"Sebastes_melanostictus","Sebastes","melanostictus","Blackspotted rockfish","67247",87139,NA,NA,53.9000015258789,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82999992370605,0.649999976158142,FALSE
"Sebastes_melanostomus","Sebastes","melanostomus","Blackgill rockfish","3981",2850,90,NA,61,"TL",NA,NA,NA,NA,NA,NA,3530,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80999994277954,0.649999976158142,FALSE
"Sebastes_mentella","Sebastes","mentella","Beaked redfish","505",4570,75,NA,77.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1000003814697,10.3000001907349,18.2999992370605,12,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","9045",4.12,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.11999988555908,0.660000026226044,TRUE
"Sebastes_miniatus","Sebastes","miniatus","Vermilion rockfish","3982",2850,60,NA,91,"TL",NA,NA,NA,NA,NA,NA,6800,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90000009536743,0.660000026226044,FALSE
"Sebastes_mystinus","Sebastes","mystinus","Blue rockfish","3983",2850,44,NA,61,"TL",NA,NA,NA,NA,NA,NA,3790,NA,40637,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",2.71,0.126,"Troph of adults from 2 studies.","13794",3.48,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,2.71000003814697,0.126000002026558,TRUE
"Sebastes_nebulosus","Sebastes","nebulosus","China rockfish","3984",2850,79,NA,45,"TL",NA,NA,NA,NA,NA,NA,1670,NA,40637,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.9,0.28,"Troph of juv./adults from 1 study.","27302",3.85,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.90000009536743,0.280000001192093,TRUE
"Sebastes_nigrocinctus","Sebastes","nigrocinctus","Tiger rockfish","3985",2850,116,NA,61,"TL",NA,NA,NA,NA,NA,NA,2220,NA,40637,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.52,0.37,"Troph of juv./adults from 1 study.","27302",NA,NA,"NA",NA,3.51999998092651,0.370000004768372,TRUE
